Effective Sea-Level Angular Momentum Functions (SLAM)

File name                    : ESMGFZ_SLAM_v1.2_24h_2005.asc
File contents                : effective angular momentum functions from global sea-level mass balance
File units                   : dimensionless earth rotation excitation functions
Issue date                   : 2019-05-14
Version number               : v1.2
 
References                   : Dobslaw, H., R. Dill, A. Groetzsch, A. Brzezinski, and M. Thomas (2010), 
                               Seasonal polar motion excitation from numerical models of atmosphere, ocean, 
                               and continental hydrosphere, J. Geophys. Res., doi:10.1029/2009JB007127
 
Contact                      : Henryk Dobslaw, dobslaw@gfz-potsdam.de
Affiliation                  : Deutsches GeoForschungsZentrum GFZ
                               Dep. 1: Geodesy and Remote Sensing
                               Sec. 1.3: Earth System Modelling
                               Telegrafenberg
                               14473 Potsdam, Germany
 
Temporal domain              : 01.01.2005 through 31.12.2005 (12:00 UTC)
Temporal resolution          : 24h 
Number of data records       : 365
Subtracted mean value        : mean from 2003-01-01 to 2014-12-31
                               2.069815068012571e-13   3.295849259181661e-13   2.508252140298746e-14
 
Sea-level                    : Global mass balance according to ECMWF op. surface pressure and
                               continental hydrology from Land Surface Discharge Model (LSDM)

Notes : These SLAMs are part of a set of consistently processed Earth rotation excitation 
        function (AAM, OAM, HAM, SLAM). The ocean model MPIOM and the hydrological model LSDM were
        forced consistently with operational forecast data from the ECMWF.
 
Further references to be mentioned, when LSDM data are used:
         Dill, R., Hydrological model LSDM for operational Earth rotation and gravity field variations.
                   GFZ Scientific Technical Report STR08/09, 2008

------------------------------------------------------------------------------------------------------
YYYY MM DD HH   MJD           SLAM mass term
                              x-component             y-component             z-component 

2005 01 01 12 53371.500	 -3.142815251474050e-09	  1.442811148113771e-08	  5.529167623909202e-10
2005 01 02 12 53372.500	 -3.377381395226350e-09	  1.928991378042211e-08	  5.090673823854495e-10
2005 01 03 12 53373.500	  2.005540601038495e-09	  1.230596482441154e-08	  4.812452828116620e-10
2005 01 04 12 53374.500	  5.634042646102221e-10	  1.074115204356989e-08	  4.812666802772793e-10
2005 01 05 12 53375.500	  1.385244384879329e-09	  5.347874712475189e-09	  4.772025993242331e-10
2005 01 06 12 53376.500	  6.998061209139077e-09	 -8.645331078795159e-09	  4.700694143459699e-10
2005 01 07 12 53377.500	  7.824919676953256e-09	 -1.325176703707168e-08	  3.969219075449323e-10
2005 01 08 12 53378.500	  1.051101744193389e-08	 -6.063914780463837e-09	  3.305222712776626e-10
2005 01 09 12 53379.500	  1.433190868049426e-08	  1.827331787172708e-09	  3.264358409318956e-10
2005 01 10 12 53380.500	  1.523566606620209e-08	 -1.754091871872952e-09	  2.759252113912919e-10
2005 01 11 12 53381.500	  1.005213305777383e-08	 -8.180089961230366e-09	  2.231636618165265e-10
2005 01 12 12 53382.500	  5.284741604216735e-09	 -9.531190030519206e-09	  2.047870102126822e-10
2005 01 13 12 53383.500	  1.060494575741333e-08	 -2.798554318640182e-09	  1.994965608666778e-10
2005 01 14 12 53384.500	  8.805231475556857e-09	  9.061601760838748e-09	  1.289697848418414e-10
2005 01 15 12 53385.500	  5.806273099331060e-09	  1.407265790569590e-08	  1.007078552743792e-10
2005 01 16 12 53386.500	  3.624940317632254e-09	  1.591462642475787e-08	  1.243612941568398e-10
2005 01 17 12 53387.500	  2.237336932051099e-09	  1.613441812065348e-08	  1.158007138568065e-10
2005 01 18 12 53388.500	  1.057985178937565e-08	  7.836646827102023e-09	  5.802491378698353e-11
2005 01 19 12 53389.500	  1.836309772519692e-08	 -1.529761709202163e-09	  7.923978063754344e-11
2005 01 20 12 53390.500	  1.745546163213912e-08	 -3.744793555334940e-09	  6.319240837045965e-11
2005 01 21 12 53391.500	  1.375930242163703e-08	 -4.380058243543418e-10	  4.324891792051723e-11
