Effective Sea-Level Angular Momentum Functions (SLAM)

File name                    : ESMGFZ_SLAM_v1.2_24h_2015.asc
File contents                : effective angular momentum functions from global sea-level mass balance
File units                   : dimensionless earth rotation excitation functions
Issue date                   : 2019-05-14
Version number               : v1.2
 
References                   : Dobslaw, H., R. Dill, A. Groetzsch, A. Brzezinski, and M. Thomas (2010), 
                               Seasonal polar motion excitation from numerical models of atmosphere, ocean, 
                               and continental hydrosphere, J. Geophys. Res., doi:10.1029/2009JB007127
 
Contact                      : Henryk Dobslaw, dobslaw@gfz-potsdam.de
Affiliation                  : Deutsches GeoForschungsZentrum GFZ
                               Dep. 1: Geodesy and Remote Sensing
                               Sec. 1.3: Earth System Modelling
                               Telegrafenberg
                               14473 Potsdam, Germany
 
Temporal domain              : 01.01.2015 through 31.12.2015 (12:00 UTC)
Temporal resolution          : 24h 
Number of data records       : 365
Subtracted mean value        : mean from 2003-01-01 to 2014-12-31
                               2.069815068012571e-13   3.295849259181661e-13   2.508252140298746e-14
 
Sea-level                    : Global mass balance according to ECMWF op. surface pressure and
                               continental hydrology from Land Surface Discharge Model (LSDM)

Notes : These SLAMs are part of a set of consistently processed Earth rotation excitation 
        function (AAM, OAM, HAM, SLAM). The ocean model MPIOM and the hydrological model LSDM were
        forced consistently with operational forecast data from the ECMWF.
 
Further references to be mentioned, when LSDM data are used:
         Dill, R., Hydrological model LSDM for operational Earth rotation and gravity field variations.
                   GFZ Scientific Technical Report STR08/09, 2008

------------------------------------------------------------------------------------------------------
YYYY MM DD HH   MJD           SLAM mass term
                              x-component             y-component             z-component 

2015 01 01 12 57023.500	 -1.285076507635555e-08	 -3.121281570571776e-09	 -2.301668435113019e-10
2015 01 02 12 57024.500	 -1.730495126302422e-08	  5.349941942089895e-09	 -2.740381020570994e-10
2015 01 03 12 57025.500	 -1.869026057555727e-08	  1.874280181059495e-08	 -3.192690971991829e-10
2015 01 04 12 57026.500	 -1.180481072449331e-08	  2.249045708045825e-08	 -3.668074716625459e-10
2015 01 05 12 57027.500	 -8.349645608225254e-09	  1.700355447176377e-08	 -3.719849208842257e-10
2015 01 06 12 57028.500	 -5.575908732740956e-09	  1.276261453783564e-08	 -3.884722021669868e-10
2015 01 07 12 57029.500	 -1.663494784316787e-09	  6.791319840868531e-09	 -3.989600462894066e-10
2015 01 08 12 57030.500	 -5.153884889863825e-09	 -1.222628176220625e-09	 -4.188534008853844e-10
2015 01 09 12 57031.500	 -9.131582918905957e-09	 -3.422404704959597e-09	 -4.220230112331714e-10
2015 01 10 12 57032.500	 -6.185787157778382e-09	 -1.035297013674708e-10	 -4.522736585060104e-10
2015 01 11 12 57033.500	 -3.391978120970611e-09	  1.156439427971993e-09	 -4.961653674828872e-10
2015 01 12 12 57034.500	 -5.600691130469752e-09	  9.202130979602992e-10	 -5.401873621765761e-10
2015 01 13 12 57035.500	 -8.267161079918692e-09	  1.233284294170549e-09	 -5.573925051481803e-10
2015 01 14 12 57036.500	 -7.407798523737557e-09	 -4.120911872496802e-09	 -5.717303212130008e-10
2015 01 15 12 57037.500	 -9.396823522930206e-09	 -9.537349505835157e-09	 -5.727618397112323e-10
