Effective Sea-Level Angular Momentum Functions (SLAM)

File name                    : ESMGFZ_SLAM_v1.2_24h_2007.asc
File contents                : effective angular momentum functions from global sea-level mass balance
File units                   : dimensionless earth rotation excitation functions
Issue date                   : 2019-05-14
Version number               : v1.2
 
References                   : Dobslaw, H., R. Dill, A. Groetzsch, A. Brzezinski, and M. Thomas (2010), 
                               Seasonal polar motion excitation from numerical models of atmosphere, ocean, 
                               and continental hydrosphere, J. Geophys. Res., doi:10.1029/2009JB007127
 
Contact                      : Henryk Dobslaw, dobslaw@gfz-potsdam.de
Affiliation                  : Deutsches GeoForschungsZentrum GFZ
                               Dep. 1: Geodesy and Remote Sensing
                               Sec. 1.3: Earth System Modelling
                               Telegrafenberg
                               14473 Potsdam, Germany
 
Temporal domain              : 01.01.2007 through 31.12.2007 (12:00 UTC)
Temporal resolution          : 24h 
Number of data records       : 365
Subtracted mean value        : mean from 2003-01-01 to 2014-12-31
                               2.069815068012571e-13   3.295849259181661e-13   2.508252140298746e-14
 
Sea-level                    : Global mass balance according to ECMWF op. surface pressure and
                               continental hydrology from Land Surface Discharge Model (LSDM)

Notes : These SLAMs are part of a set of consistently processed Earth rotation excitation 
        function (AAM, OAM, HAM, SLAM). The ocean model MPIOM and the hydrological model LSDM were
        forced consistently with operational forecast data from the ECMWF.
 
Further references to be mentioned, when LSDM data are used:
         Dill, R., Hydrological model LSDM for operational Earth rotation and gravity field variations.
                   GFZ Scientific Technical Report STR08/09, 2008

------------------------------------------------------------------------------------------------------
YYYY MM DD HH   MJD           SLAM mass term
                              x-component             y-component             z-component 

2007 01 01 12 54101.500	 -1.566246983800628e-09	 -1.868323927315196e-08	  4.837730573924370e-10
2007 01 02 12 54102.500	 -3.632231951368780e-09	 -2.514776723157592e-08	  4.146364319751859e-10
2007 01 03 12 54103.500	 -4.288031841914112e-09	 -3.324023186551557e-08	  3.740509641987528e-10
2007 01 04 12 54104.500	  2.502095713086557e-09	 -3.967563708833626e-08	  3.309246856738446e-10
2007 01 05 12 54105.500	  4.623547583489610e-09	 -3.943889901085803e-08	  2.635206105214379e-10
2007 01 06 12 54106.500	  8.247876417109011e-09	 -3.310994475893274e-08	  2.539177104788215e-10
2007 01 07 12 54107.500	  1.409472622183798e-08	 -2.529883117413123e-08	  1.826147580460526e-10
2007 01 08 12 54108.500	  2.004842386391326e-08	 -2.081829677717180e-08	  1.707194166496511e-10
2007 01 09 12 54109.500	  2.123330156701440e-08	 -1.800345935972720e-08	  1.946992906511680e-10
2007 01 10 12 54110.500	  1.549366841904754e-08	 -1.839479967933436e-08	  1.636836861347977e-10
2007 01 11 12 54111.500	  1.283848867686566e-08	 -1.294377630562321e-08	  1.334459714508067e-10
2007 01 12 12 54112.500	  1.379702094540940e-08	 -6.671748789769852e-09	  1.210067284940092e-10
2007 01 13 12 54113.500	  1.186329084964271e-08	 -2.172072809349814e-09	  1.205294207273353e-10
2007 01 14 12 54114.500	  1.136485298641437e-08	 -2.912845260606679e-09	  9.504000503660336e-11
2007 01 15 12 54115.500	  8.474527626412932e-09	 -3.496170630221162e-09	  7.347096310590037e-11
