Effective Sea-Level Angular Momentum Functions (SLAM)

File name                    : ESMGFZ_SLAM_v1.2_24h_2011.asc
File contents                : effective angular momentum functions from global sea-level mass balance
File units                   : dimensionless earth rotation excitation functions
Issue date                   : 2019-05-14
Version number               : v1.2
 
References                   : Dobslaw, H., R. Dill, A. Groetzsch, A. Brzezinski, and M. Thomas (2010), 
                               Seasonal polar motion excitation from numerical models of atmosphere, ocean, 
                               and continental hydrosphere, J. Geophys. Res., doi:10.1029/2009JB007127
 
Contact                      : Henryk Dobslaw, dobslaw@gfz-potsdam.de
Affiliation                  : Deutsches GeoForschungsZentrum GFZ
                               Dep. 1: Geodesy and Remote Sensing
                               Sec. 1.3: Earth System Modelling
                               Telegrafenberg
                               14473 Potsdam, Germany
 
Temporal domain              : 01.01.2011 through 31.12.2011 (12:00 UTC)
Temporal resolution          : 24h 
Number of data records       : 365
Subtracted mean value        : mean from 2003-01-01 to 2014-12-31
                               2.069815068012571e-13   3.295849259181661e-13   2.508252140298746e-14
 
Sea-level                    : Global mass balance according to ECMWF op. surface pressure and
                               continental hydrology from Land Surface Discharge Model (LSDM)

Notes : These SLAMs are part of a set of consistently processed Earth rotation excitation 
        function (AAM, OAM, HAM, SLAM). The ocean model MPIOM and the hydrological model LSDM were
        forced consistently with operational forecast data from the ECMWF.
 
Further references to be mentioned, when LSDM data are used:
         Dill, R., Hydrological model LSDM for operational Earth rotation and gravity field variations.
                   GFZ Scientific Technical Report STR08/09, 2008

------------------------------------------------------------------------------------------------------
YYYY MM DD HH   MJD           SLAM mass term
                              x-component             y-component             z-component 

2011 01 01 12 55562.500	 -6.355962726146121e-09	 -3.459417326981697e-09	  1.568057202153740e-10
2011 01 02 12 55563.500	 -6.759531289817010e-09	  1.094139229038514e-09	  9.016264347155230e-11
2011 01 03 12 55564.500	 -1.093233622029911e-08	  1.961034314826502e-09	  9.564960552013632e-11
2011 01 04 12 55565.500	 -1.538243599729714e-08	 -2.676959586646026e-09	  9.481043586864575e-11
2011 01 05 12 55566.500	 -1.137628650261230e-08	 -1.115053061737154e-08	  5.933172179342238e-11
2011 01 06 12 55567.500	 -8.626402669421034e-09	 -1.282044960080866e-08	  6.236896234552758e-11
2011 01 07 12 55568.500	 -9.624423934532180e-09	 -8.172362520923626e-09	  5.306891783514215e-11
2011 01 08 12 55569.500	 -8.974185203669897e-09	 -6.440742012335905e-09	  4.348621896205788e-11
2011 01 09 12 55570.500	 -8.072719864088370e-09	  4.761293654251203e-09	  1.031219912540789e-11
2011 01 10 12 55571.500	 -7.482005716958320e-09	  2.087471898406235e-08	 -8.794329873860456e-12
2011 01 11 12 55572.500	 -7.567458872658336e-09	  3.188330471219920e-08	 -3.356646861027089e-11
2011 01 12 12 55573.500	 -6.210366260250601e-09	  3.199990423001565e-08	 -7.762103016965008e-11
2011 01 13 12 55574.500	  3.812058987500185e-09	  2.557661539248756e-08	 -1.199925248878543e-10
2011 01 14 12 55575.500	  1.037331389290756e-08	  1.291853638338100e-08	 -1.865265950049687e-10
2011 01 15 12 55576.500	  6.314109548932639e-09	  7.518753754911619e-09	 -1.594094857967295e-10
